nameWithOwner,url,stargazers,mentionableUsers,openIssues,commitsCount,clossedIssues,pullrequestsCount,language,TipadaOuNaoTipada,CommitsPerPullrequests,CycleComplexity,CodeSmell,medianBugFixTime,total_issues
borisdayma/dalle-mini,https://github.com/borisdayma/dalle-mini,14095,26,0,727,0.0,177.0,Python,NaoTipada,4.107344632768362,831.0,54.0,0.0,0.0
eriklindernoren/PyTorch-GAN,https://github.com/eriklindernoren/PyTorch-GAN,14044,8,0,193,0.0,43.0,Python,NaoTipada,4.488372093023256,750.0,85.0,0.0,0.0
fabric/fabric,https://github.com/fabric/fabric,14031,16,69,1560,285.0,548.0,Python,NaoTipada,2.846715328467153,809.0,338.0,2773.105,354.0
lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,13999,17,0,272,0.0,37.0,Python,NaoTipada,7.351351351351352,969.0,31.0,0.0,0.0
wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game,13852,65,0,332,4.0,289.0,Python,NaoTipada,1.1487889273356402,352.0,25.0,466.3698611111111,4.0
pallets/click,https://github.com/pallets/click,13813,318,7,2259,82.0,1011.0,Python,NaoTipada,2.234421364985163,2350.0,163.0,16762.633472222224,89.0
powerline/powerline,https://github.com/powerline/powerline,13795,137,0,2857,0.0,745.0,Python,NaoTipada,3.834899328859061,3982.0,389.0,0.0,0.0
yoheinakajima/babyagi,https://github.com/yoheinakajima/babyagi,13783,71,3,381,1.0,199.0,Python,NaoTipada,1.914572864321608,285.0,50.0,22.80527777777778,4.0
aws/aws-cli,https://github.com/aws/aws-cli,13732,355,73,11165,501.0,3351.0,Python,NaoTipada,3.3318412414204714,9246.0,847.0,58.86305555555556,574.0
KurtBestor/Hitomi-Downloader,https://github.com/KurtBestor/Hitomi-Downloader,13607,19,109,255,454.0,63.0,Python,NaoTipada,4.047619047619048,2201.0,493.0,3176.700277777777,563.0
mxrch/GHunt,https://github.com/mxrch/GHunt,13606,26,1,298,27.0,73.0,Python,NaoTipada,4.082191780821918,810.0,171.0,57.535555555555554,28.0
pydantic/pydantic,https://github.com/pydantic/pydantic,13603,360,0,1796,0.0,2239.0,Python,NaoTipada,0.8021438142027691,4854.0,874.0,0.0,0.0
frappe/erpnext,https://github.com/frappe/erpnext,13598,477,286,45011,3529.0,20719.0,Python,NaoTipada,2.172450407838216,38217.0,4508.0,58.52652777777778,3815.0
tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,13567,238,27,4379,27.0,669.0,Python,NaoTipada,6.54559043348281,13347.0,809.0,854.2277777777778,54.0
aio-libs/aiohttp,https://github.com/aio-libs/aiohttp,13528,644,170,9019,418.0,4402.0,Python,NaoTipada,2.0488414357110405,6669.0,672.0,23.723194444444445,588.0
aleju/imgaug,https://github.com/aleju/imgaug,13527,25,0,2913,7.0,333.0,Python,NaoTipada,8.747747747747749,14365.0,1814.0,119.72555555555556,7.0
apprenticeharper/DeDRM_tools,https://github.com/apprenticeharper/DeDRM_tools,13526,58,0,533,1.0,134.0,Python,NaoTipada,3.977611940298508,4258.0,1415.0,988.4636111111112,1.0
pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,13514,37,1,1618,51.0,452.0,Python,NaoTipada,3.579646017699115,952.0,81.0,673.3916666666667,52.0
youfou/wxpy,https://github.com/youfou/wxpy,13487,4,1,304,6.0,20.0,Python,NaoTipada,15.2,619.0,42.0,137.35680555555555,7.0
plotly/plotly.py,https://github.com/plotly/plotly.py,13404,264,58,5897,101.0,1495.0,Python,NaoTipada,3.94448160535117,63245.0,1761.0,308.31055555555554,159.0
NVlabs/stylegan,https://github.com/NVlabs/stylegan,13392,16,0,15,0.0,23.0,Python,NaoTipada,0.6521739130434783,929.0,167.0,0.0,0.0
Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,13340,38,11,1886,88.0,449.0,Python,NaoTipada,4.200445434298441,944.0,151.0,197.38694444444445,99.0
ranger/ranger,https://github.com/ranger/ranger,13329,199,148,4999,154.0,862.0,Python,NaoTipada,5.799303944315545,4065.0,202.0,1539.9208333333331,302.0
RunaCapital/awesome-oss-alternatives,https://github.com/RunaCapital/awesome-oss-alternatives,13290,94,0,372,0.0,152.0,Python,NaoTipada,2.4473684210526314,44.0,6.0,0.0,0.0
horovod/horovod,https://github.com/horovod/horovod,13261,173,202,1318,277.0,1548.0,Python,NaoTipada,0.851421188630491,8444.0,683.0,149.37097222222224,479.0
gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,13236,90,7,1848,58.0,707.0,Python,NaoTipada,2.613861386138614,999.0,116.0,1140.4601388888889,65.0
hindupuravinash/the-gan-zoo,https://github.com/hindupuravinash/the-gan-zoo,13216,22,0,175,0.0,74.0,Python,NaoTipada,2.364864864864865,8.0,0.0,0.0,0.0
google/yapf,https://github.com/google/yapf,13214,139,9,1259,32.0,301.0,Python,NaoTipada,4.182724252491694,2690.0,334.0,116.53430555555556,41.0
saltstack/salt,https://github.com/saltstack/salt,13190,2447,1570,117346,10336.0,38832.0,Python,NaoTipada,3.021889163576432,121457.0,15821.0,121.29625,11906.0
lra/mackup,https://github.com/lra/mackup,13180,417,0,2264,0.0,1256.0,Python,NaoTipada,1.802547770700637,200.0,12.0,0.0,0.0
psf/requests-html,https://github.com/psf/requests-html,13138,65,3,462,5.0,158.0,Python,NaoTipada,2.9240506329113924,1171.0,104.0,3630.8875,8.0
heartexlabs/label-studio,https://github.com/heartexlabs/label-studio,12906,120,0,2329,0.0,2553.0,Python,NaoTipada,0.9122600861731296,10247.0,2476.0,0.0,0.0
microsoft/nni,https://github.com/microsoft/nni,12848,10000,24,2982,178.0,3462.0,Python,NaoTipada,0.8613518197573656,25712.0,2155.0,841.9229166666667,202.0
Rapptz/discord.py,https://github.com/Rapptz/discord.py,12766,365,8,4819,243.0,2589.0,Python,NaoTipada,1.861336423329471,8155.0,361.0,8.911111111111111,251.0
tgbot-collection/YYeTsBot,https://github.com/tgbot-collection/YYeTsBot,12755,9,0,419,14.0,162.0,Python,NaoTipada,2.58641975308642,884.0,368.0,55.20166666666667,14.0
flairNLP/flair,https://github.com/flairNLP/flair,12755,200,13,5522,525.0,1114.0,Python,NaoTipada,4.956912028725315,5426.0,567.0,1210.8194444444443,538.0
sivel/speedtest-cli,https://github.com/sivel/speedtest-cli,12734,9,0,299,0.0,203.0,Python,NaoTipada,1.4729064039408868,261.0,18.0,0.0,0.0
codelucas/newspaper,https://github.com/codelucas/newspaper,12726,96,28,651,11.0,304.0,Python,NaoTipada,2.1414473684210527,1142.0,16293.0,1674.3402777777778,39.0
OpenEthan/SMSBoom,https://github.com/OpenEthan/SMSBoom,12687,17,5,160,2.0,35.0,Python,NaoTipada,4.571428571428571,274.0,85.0,1766.681111111111,7.0
Python-World/python-mini-projects,https://github.com/Python-World/python-mini-projects,12629,125,0,987,3.0,408.0,Python,NaoTipada,2.419117647058824,1081.0,284.0,13.686388888888889,3.0
networkx/networkx,https://github.com/networkx/networkx,12609,602,0,7281,248.0,3280.0,Python,NaoTipada,2.219817073170732,15557.0,3207.0,595.7730555555556,248.0
netbox-community/netbox,https://github.com/netbox-community/netbox,12486,254,43,11324,2449.0,2061.0,Python,NaoTipada,5.494420184376517,8404.0,1249.0,33.36847222222222,2492.0
