nameWithOwner,url,stargazers,mentionableUsers,openIssues,commitsCount,clossedIssues,pullrequestsCount,language,TipadaOuNaoTipada,CommitsPerPullrequests,CycleComplexity,CodeSmell,medianBugFixTime,total_issues
elastic/logstash,https://github.com/elastic/logstash,13440,2215,290,10396.0,973.0,8560.0,Java,Tipada,1.2144859813084112,10932,1469,115.23736111111111,1263.0
alibaba/DataX,https://github.com/alibaba/DataX,13368,78,3,551.0,4.0,438.0,Java,Tipada,1.2579908675799087,12160,3702,1007.4234722222222,7.0
Bigkoo/Android-PickerView,https://github.com/Bigkoo/Android-PickerView,13286,16,1,493.0,10.0,78.0,Java,Tipada,6.32051282051282,879,345,92.4009722222222,11.0
Curzibn/Luban,https://github.com/Curzibn/Luban,13243,9,0,187.0,5.0,33.0,Java,Tipada,5.666666666666667,209,27,169.7686111111111,5.0
Grasscutters/Grasscutter,https://github.com/Grasscutters/Grasscutter,13136,177,41,1951.0,360.0,1055.0,Java,Tipada,1.8492890995260665,200412,33280,103.1447222222222,401.0
google/tink,https://github.com/google/tink,13134,118,0,6342.0,7.0,224.0,Java,Tipada,28.3125,30188,6643,21171.0,7.0
JessYanCoding/AndroidAutoSize,https://github.com/JessYanCoding/AndroidAutoSize,12971,4,0,333.0,0.0,7.0,Java,Tipada,47.57142857142857,404,35,0.0,0.0
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,12926,62,108,2677.0,1170.0,4274.0,Java,Tipada,0.626345343940103,137516,77754,752.725,1278.0
seaswalker/spring-analysis,https://github.com/seaswalker/spring-analysis,12861,4,0,101.0,0.0,23.0,Java,Tipada,4.391304347826087,56,45,0.0,0.0
pinpoint-apm/pinpoint,https://github.com/pinpoint-apm/pinpoint,12743,118,12,13040.0,345.0,6046.0,Java,Tipada,2.156797882897784,64753,9716,67.88347222222222,357.0
GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,12736,125,0,2268.0,27.0,2489.0,Java,Tipada,0.9112093210124548,6222,2256,430.7366666666667,27.0
facebookarchive/stetho,https://github.com/facebookarchive/stetho,12644,55,2,588.0,37.0,321.0,Java,Tipada,1.83177570093458,3053,562,168.30805555555557,39.0
apache/pulsar,https://github.com/apache/pulsar,12634,633,0,11556.0,2650.0,13738.0,Java,Tipada,0.841170476051827,75515,19123,161.8072222222222,2650.0
Netflix/zuul,https://github.com/Netflix/zuul,12600,605,5,1473.0,8.0,1026.0,Java,Tipada,1.435672514619883,3705,841,144.4351388888889,13.0
apache/druid,https://github.com/apache/druid,12584,567,222,12695.0,505.0,9584.0,Java,Tipada,1.3246035058430718,112261,16049,453.2023611111112,727.0
greenrobot/greenDAO,https://github.com/greenrobot/greenDAO,12577,6,7,883.0,29.0,128.0,Java,Tipada,6.8984375,3774,695,1068.7205555555556,36.0
java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui,12465,9,0,253.0,3.0,57.0,Java,Tipada,4.43859649122807,3413,578,546.9033333333333,3.0
LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,12413,9,0,3893.0,1.0,58.0,Java,Tipada,67.12068965517241,7798,1377,324.13444444444445,1.0
zhihu/Matisse,https://github.com/zhihu/Matisse,12410,32,8,223.0,10.0,172.0,Java,Tipada,1.2965116279069768,719,86,509.81916666666666,18.0
youth5201314/banner,https://github.com/youth5201314/banner,12371,11,1,237.0,1.0,32.0,Java,Tipada,7.40625,562,101,1690.6502777777778,2.0
sqshq/piggymetrics,https://github.com/sqshq/piggymetrics,12316,14,0,290.0,0.0,44.0,Java,Tipada,6.590909090909091,716,130,0.0,0.0
daimajia/AndroidSwipeLayout,https://github.com/daimajia/AndroidSwipeLayout,12294,19,1,175.0,8.0,65.0,Java,Tipada,2.6923076923076925,699,118,16.47277777777778,9.0
daimajia/AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,12273,19,0,145.0,1.0,35.0,Java,Tipada,4.142857142857143,147,82,3456.2375,1.0
dromara/Sa-Token,https://github.com/dromara/Sa-Token,12210,93,0,1474.0,2.0,73.0,Java,Tipada,20.19178082191781,5224,1745,25.74375,2.0
macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,11990,1,0,522.0,0.0,42.0,Java,Tipada,12.428571428571429,25389,4929,0.0,0.0
projectlombok/lombok,https://github.com/projectlombok/lombok,11957,126,11,3536.0,18.0,471.0,Java,Tipada,7.507430997876858,19664,7038,369.4769444444445,29.0
google/guice,https://github.com/google/guice,11950,87,7,2076.0,201.0,576.0,Java,Tipada,3.6041666666666665,10176,1719,0.0002777777777777,208.0
Netflix/eureka,https://github.com/Netflix/eureka,11807,651,2,1687.0,20.0,847.0,Java,Tipada,1.991735537190083,7210,1660,666.2165277777777,22.0
quarkusio/quarkus,https://github.com/quarkusio/quarkus,11727,797,0,38037.0,0.0,18420.0,Java,Tipada,2.064983713355049,138024,24554,0.0,0.0
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,11678,169,10,2182.0,322.0,916.0,Java,Tipada,2.382096069868996,4862,1210,276.65625,332.0
Tencent/VasSonic,https://github.com/Tencent/VasSonic,11661,16,0,372.0,0.0,115.0,Java,Tipada,3.234782608695652,1783,2591,0.0,0.0
kunal-kushwaha/DSA-Bootcamp-Java,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,11591,121,0,813.0,0.0,830.0,Java,Tipada,0.9795180722891568,1291,862,0.0,0.0
Yalantis/uCrop,https://github.com/Yalantis/uCrop,11497,58,8,359.0,20.0,201.0,Java,Tipada,1.7860696517412935,899,121,3913.3440277777777,28.0
realm/realm-java,https://github.com/realm/realm-java,11385,162,0,8968.0,0.0,3205.0,Java,Tipada,2.798127925117005,22813,4393,0.0,0.0
questdb/questdb,https://github.com/questdb/questdb,11367,106,54,4073.0,285.0,2017.0,Java,Tipada,2.019335647000496,68284,13293,223.03541666666663,339.0
neo4j/neo4j,https://github.com/neo4j/neo4j,11359,377,155,76568.0,1061.0,9736.0,Java,Tipada,7.864420706655711,119169,13576,277.4776388888889,1216.0
apache/zookeeper,https://github.com/apache/zookeeper,11251,208,0,2475.0,0.0,1994.0,Java,Tipada,1.241223671013039,22841,5749,0.0,0.0
janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,11172,7,0,26.0,0.0,6.0,Java,Tipada,4.333333333333333,0,2,0.0,0.0
androidannotations/androidannotations,https://github.com/androidannotations/androidannotations,11132,57,0,2934.0,150.0,634.0,Java,Tipada,4.62776025236593,5738,1192,350.24222222222227,150.0
jfeinstein10/SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,11128,23,0,336.0,6.0,130.0,Java,Tipada,2.5846153846153848,744,84,326.45125,6.0
permissions-dispatcher/PermissionsDispatcher,https://github.com/permissions-dispatcher/PermissionsDispatcher,11123,33,1,787.0,41.0,301.0,Java,Tipada,2.614617940199336,1219,489,694.8408333333333,42.0
theonedev/onedev,https://github.com/theonedev/onedev,11119,26,0,5406.0,0.0,52.0,Java,Tipada,103.96153846153848,65880,16464,0.0,0.0
redis/jedis,https://github.com/redis/jedis,11056,204,2,2160.0,29.0,1605.0,Java,Tipada,1.3457943925233644,11322,2197,68.17916666666666,31.0
H07000223/FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,10838,1,0,42.0,0.0,24.0,Java,Tipada,1.75,577,120,0.0,0.0
alibaba/vlayout,https://github.com/alibaba/vlayout,10837,20,3,366.0,17.0,23.0,Java,Tipada,15.91304347826087,3075,579,35.82111111111111,20.0
pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,10836,10,5,593.0,3.0,26.0,Java,Tipada,22.807692307692307,8477,2305,1162.8619444444444,8.0
code4craft/webmagic,https://github.com/code4craft/webmagic,10812,48,13,1210.0,66.0,200.0,Java,Tipada,6.05,1775,692,83.33263888888888,79.0
lingochamp/FileDownloader,https://github.com/lingochamp/FileDownloader,10797,13,6,834.0,88.0,67.0,Java,Tipada,12.447761194029852,2805,415,115.37041666666669,94.0
zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,10790,205,122,9006.0,690.0,3185.0,Java,Tipada,2.827629513343799,35436,39803,51.06541666666666,812.0
Tencent/matrix,https://github.com/Tencent/matrix,10790,39,20,3302.0,16.0,238.0,Java,Tipada,13.873949579831931,13572,3910,978.9969444444444,36.0
dataease/dataease,https://github.com/dataease/dataease,10774,38,0,9498.0,0.0,3118.0,Java,Tipada,3.046183450930084,30302,3841,0.0,0.0
android-async-http/android-async-http,https://github.com/android-async-http/android-async-http,10657,76,0,899.0,0.0,287.0,Java,Tipada,3.132404181184669,1491,299,0.0,0.0
grpc/grpc-java,https://github.com/grpc/grpc-java,10534,353,41,5845.0,283.0,7030.0,Java,Tipada,0.8314366998577525,7039,29397,272.995,324.0
jeasonlzy/okhttp-OkGo,https://github.com/jeasonlzy/okhttp-OkGo,10517,4,0,250.0,1.0,19.0,Java,Tipada,13.157894736842104,2619,437,962.8005555555555,1.0
lipangit/JiaoZiVideoPlayer,https://github.com/lipangit/JiaoZiVideoPlayer,10449,29,13,1858.0,65.0,72.0,Java,Tipada,25.80555555555556,1037,336,1103.1152777777777,78.0
YunaiV/yudao-cloud,https://github.com/YunaiV/yudao-cloud,10446,27,0,1281.0,3.0,35.0,Java,Tipada,36.6,5166,1152,1635.1755555555555,3.0
tbruyelle/RxPermissions,https://github.com/tbruyelle/RxPermissions,10439,22,0,228.0,7.0,77.0,Java,Tipada,2.961038961038961,140,42,784.0097222222222,7.0
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,10396,477,160,7790.0,2588.0,7140.0,Java,Tipada,1.0910364145658262,21411,3585,211.92027777777776,2748.0
aosp-mirror/platform_frameworks_base,https://github.com/aosp-mirror/platform_frameworks_base,10383,1404,0,814375.0,0.0,126.0,Java,Tipada,6463.293650793651,743239,100792,0.0,0.0
yuliskov/SmartTubeNext,https://github.com/yuliskov/SmartTubeNext,10262,70,0,7448.0,0.0,823.0,Java,Tipada,9.0498177399757,35697,3680,0.0,0.0
square/javapoet,https://github.com/square/javapoet,10210,108,4,889.0,11.0,548.0,Java,Tipada,1.6222627737226278,1359,328,2173.705833333333,15.0
JessYanCoding/MVPArms,https://github.com/JessYanCoding/MVPArms,10207,18,1,1080.0,0.0,72.0,Java,Tipada,15.0,1301,176,0.0,1.0
macrozheng/mall-swarm,https://github.com/macrozheng/mall-swarm,10192,1,0,448.0,0.0,23.0,Java,Tipada,19.47826086956522,14037,1609,0.0,0.0
JakeWharton/ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,10184,25,0,241.0,9.0,149.0,Java,Tipada,1.6174496644295302,588,42,382.8011111111111,9.0
jhy/jsoup,https://github.com/jhy/jsoup,10119,102,2,1812.0,133.0,563.0,Java,Tipada,3.2184724689165187,5365,849,783.1304166666666,135.0
apereo/cas,https://github.com/apereo/cas,10099,313,0,23042.0,0.0,4308.0,Java,Tipada,5.348653667595172,32213,5978,0.0,0.0
