nameWithOwner,url,stargazers,mentionableUsers,openIssues,commitsCount,clossedIssues,pullrequestsCount,language,TipadaOuNaoTipada,CommitsPerPullrequests,CycleComplexity,CodeSmell,medianBugFixTime,total_issues
airbnb/react-sketchapp,https://github.com/airbnb/react-sketchapp,14965,81,3,780,39.0,227.0,Typescript,Tipada,3.436123348017621,1172.0,46.0,1787.2047222222222,42.0
xtermjs/xterm.js,https://github.com/xtermjs/xterm.js,14911,264,0,8657,743.0,2201.0,Typescript,Tipada,3.933212176283508,392.0,42.0,77.3125,743.0
graphql/graphiql,https://github.com/graphql/graphiql,14895,269,85,3643,118.0,2043.0,Typescript,Tipada,1.7831620166421929,310.0,19.0,697.4770833333333,203.0
learn-anything/learn-anything,https://github.com/learn-anything/learn-anything,14805,5,0,5,0.0,9.0,Typescript,Tipada,0.5555555555555556,10.0,2.0,0.0,0.0
verdaccio/verdaccio,https://github.com/verdaccio/verdaccio,14739,278,0,4921,0.0,2313.0,Typescript,Tipada,2.127539991353221,2084.0,260.0,0.0,0.0
feathersjs/feathers,https://github.com/feathersjs/feathers,14587,211,2,3967,57.0,1053.0,Typescript,Tipada,3.767331433998101,4141.0,106.0,2561.837777777778,59.0
cyrildiagne/ar-cutpaste,https://github.com/cyrildiagne/ar-cutpaste,14521,6,0,50,0.0,40.0,Typescript,Tipada,1.25,73.0,16.0,0.0,0.0
sass/sass,https://github.com/sass/sass,14494,26,4,526,236.0,715.0,Typescript,Tipada,0.7356643356643356,0.0,0.0,2166.2297222222223,240.0
lit/lit,https://github.com/lit/lit,14493,155,0,2043,0.0,1925.0,Typescript,Tipada,1.0612987012987014,8722.0,813.0,0.0,0.0
shadcn/ui,https://github.com/shadcn/ui,14467,48,2,128,2.0,186.0,Typescript,Tipada,0.6881720430107527,712.0,33.0,1612.8320833333332,4.0
umijs/qiankun,https://github.com/umijs/qiankun,14361,106,8,299,19.0,618.0,Typescript,Tipada,0.4838187702265372,453.0,34.0,711.0941666666666,27.0
pavlobu/deskreen,https://github.com/pavlobu/deskreen,14139,20,32,252,21.0,70.0,Typescript,Tipada,3.6,1791.0,229.0,3.894722222222222,53.0
umijs/umi,https://github.com/umijs/umi,13984,428,0,7097,3.0,3718.0,Typescript,Tipada,1.9088219472834853,8352.0,1200.0,51.37277777777778,3.0
trufflesuite/truffle,https://github.com/trufflesuite/truffle,13891,250,47,15513,150.0,2870.0,Typescript,Tipada,5.405226480836237,5823.0,353.0,1823.335555555556,197.0
baidu/amis,https://github.com/baidu/amis,13793,171,46,11203,95.0,3702.0,Typescript,Tipada,3.0262020529443543,2410.0,718.0,311.6683333333333,141.0
BrainJS/brain.js,https://github.com/BrainJS/brain.js,13716,99,18,1487,103.0,271.0,Typescript,Tipada,5.487084870848708,4367.0,221.0,1428.7625,121.0
conventional-changelog/commitlint,https://github.com/conventional-changelog/commitlint,13713,210,32,2344,92.0,3080.0,Typescript,Tipada,0.7610389610389611,1090.0,29.0,837.9625000000001,124.0
foambubble/foam,https://github.com/foambubble/foam,13711,123,8,1036,184.0,584.0,Typescript,Tipada,1.773972602739726,2994.0,184.0,340.1329166666667,192.0
formatjs/formatjs,https://github.com/formatjs/formatjs,13697,268,17,4635,536.0,2109.0,Typescript,Tipada,2.197724039829303,7365.0,542.0,550.1554166666667,553.0
usememos/memos,https://github.com/usememos/memos,13663,100,36,1174,214.0,864.0,Typescript,Tipada,1.3587962962962965,3423.0,117.0,55.07375,250.0
angular-ui/ui-router,https://github.com/angular-ui/ui-router,13635,187,0,2121,260.0,664.0,Typescript,Tipada,3.194277108433735,107.0,19.0,319.7344444444444,260.0
transitive-bullshit/chatgpt-api,https://github.com/transitive-bullshit/chatgpt-api,13555,126,0,848,1.0,218.0,Typescript,Tipada,3.889908256880734,157.0,8.0,16.761944444444445,1.0
rrweb-io/rrweb,https://github.com/rrweb-io/rrweb,13549,99,35,1146,54.0,483.0,Typescript,Tipada,2.372670807453416,3374.0,205.0,363.61041666666665,89.0
transitive-bullshit/chatgpt-api,https://github.com/transitive-bullshit/chatgpt-api,13555,126,0,848,1.0,218.0,Typescript,Tipada,3.889908256880734,157.0,8.0,16.761944444444445,1.0
reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools,13501,107,11,1205,21.0,874.0,Typescript,Tipada,1.3787185354691076,5173.0,425.0,276.0727777777778,32.0
tldraw/tldraw,https://github.com/tldraw/tldraw,13495,118,9,1762,33.0,644.0,Typescript,Tipada,2.7360248447204967,1332.0,80.0,183.82972222222224,42.0
apollographql/apollo-server,https://github.com/apollographql/apollo-server,13353,531,0,8043,0.0,4862.0,Typescript,Tipada,1.6542575071986836,6387.0,786.0,0.0,0.0
typescript-eslint/typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,13328,515,97,3713,758.0,3415.0,Typescript,Tipada,1.0872620790629577,10480.0,640.0,29.40638888888889,855.0
pmndrs/jotai,https://github.com/pmndrs/jotai,13273,158,0,1181,30.0,866.0,Typescript,Tipada,1.363741339491917,350.0,7.0,107.35041666666666,30.0
signalapp/Signal-Desktop,https://github.com/signalapp/Signal-Desktop,13268,222,520,9199,539.0,1079.0,Typescript,Tipada,8.52548656163114,9889.0,277.0,423.3309722222222,1059.0
schickling/chromeless,https://github.com/schickling/chromeless,13236,46,14,559,13.0,140.0,Typescript,Tipada,3.992857142857143,367.0,30.0,114.1625,27.0
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,13229,88,0,290,0.0,342.0,Typescript,Tipada,0.847953216374269,840.0,59.0,0.0,0.0
chartist-js/chartist,https://github.com/chartist-js/chartist,13183,66,3,962,66.0,279.0,Typescript,Tipada,3.4480286738351253,1104.0,42.0,354.5875,69.0
expo/create-react-native-app,https://github.com/expo/create-react-native-app,13126,70,0,373,21.0,187.0,Typescript,Tipada,1.9946524064171125,115.0,1.0,317.7975,21.0
upscayl/upscayl,https://github.com/upscayl/upscayl,13099,13,20,376,49.0,36.0,Typescript,Tipada,10.444444444444445,394.0,59.0,71.56583333333333,69.0
wong2/chatgpt-google-extension,https://github.com/wong2/chatgpt-google-extension,13014,19,0,223,1.0,68.0,Typescript,Tipada,3.2794117647058822,204.0,7.0,176.98083333333332,1.0
sindresorhus/got,https://github.com/sindresorhus/got,12989,182,12,1479,180.0,669.0,Typescript,Tipada,2.210762331838565,2266.0,184.0,256.18347222222224,192.0
tinymce/tinymce,https://github.com/tinymce/tinymce,12932,234,279,25623,2643.0,2555.0,Typescript,Tipada,10.028571428571428,6861.0,316.0,1403.7852777777775,2922.0
jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab,12891,485,450,25391,1484.0,7056.0,Typescript,Tipada,3.598497732426304,5598.0,376.0,162.45125000000002,1934.0
danilowoz/react-content-loader,https://github.com/danilowoz/react-content-loader,12876,45,0,281,5.0,162.0,Typescript,Tipada,1.7345679012345678,107.0,0.0,316.7211111111111,5.0
